id,name,description,encodingType,location,properties
412,Room No 412,A sensor that measures the Room No 412 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
413,Room No 413,A sensor that measures the Room No 413 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
414,Room No 414,A sensor that measures the Room No 414 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
415,Room No 415,A sensor that measures the Room No 415 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
416,Room No 416,A sensor that measures the Room No 416 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
417,Room No 417,A sensor that measures the Room No 417 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
418,Room No 418,A sensor that measures the Room No 418 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
419,Room No 419,A sensor that measures the Room No 419 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
420,Room No 420,A sensor that measures the Room No 420 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
421,Room No 421,A sensor that measures the Room No 421 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
422,Room No 422,A sensor that measures the Room No 422 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
423,Room No 423,A sensor that measures the Room No 423 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
424,Room No 424,A sensor that measures the Room No 424 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
425,Room No 425,A sensor that measures the Room No 425 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
426,Room No 426,A sensor that measures the Room No 426 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
427,Room No 427,A sensor that measures the Room No 427 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
428,Room No 428,A sensor that measures the Room No 428 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
429,Room No 429,A sensor that measures the Room No 429 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
430,Room No 430,A sensor that measures the Room No 430 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
431,Room No 431,A sensor that measures the Room No 431 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
432,Room No 432,A sensor that measures the Room No 432 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
433,Room No 433,A sensor that measures the Room No 433 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
434,Room No 434,A sensor that measures the Room No 434 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
435,Room No 435,A sensor that measures the Room No 435 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
436,Room No 436,A sensor that measures the Room No 436 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
437,Room No 437,A sensor that measures the Room No 437 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
438,Room No 438,A sensor that measures the Room No 438 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
439,Room No 439,A sensor that measures the Room No 439 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
440,Room No 440,A sensor that measures the Room No 440 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
441,Room No 441,A sensor that measures the Room No 441 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
442,Room No 442,A sensor that measures the Room No 442 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
443,Room No 443,A sensor that measures the Room No 443 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
444,Room No 444,A sensor that measures the Room No 444 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
445,Room No 445,A sensor that measures the Room No 445 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
446,Room No 446,A sensor that measures the Room No 446 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
447,Room No 447,A sensor that measures the Room No 447 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
448,Room No 448,A sensor that measures the Room No 448 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
449,Room No 449,A sensor that measures the Room No 449 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
450,Room No 450,A sensor that measures the Room No 450 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
451,Room No 451,A sensor that measures the Room No 451 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
452,Room No 452,A sensor that measures the Room No 452 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
453,Room No 453,A sensor that measures the Room No 453 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
454,Room No 454,A sensor that measures the Room No 454 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
455,Room No 455,A sensor that measures the Room No 455 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
456,Room No 456,A sensor that measures the Room No 456 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
457,Room No 457,A sensor that measures the Room No 457 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
458,Room No 458,A sensor that measures the Room No 458 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
459,Room No 459,A sensor that measures the Room No 459 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
460,Room No 460,A sensor that measures the Room No 460 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
461,Room No 461,A sensor that measures the Room No 461 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
462,Room No 462,A sensor that measures the Room No 462 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
463,Room No 463,A sensor that measures the Room No 463 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
464,Room No 464,A sensor that measures the Room No 464 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
465,Room No 465,A sensor that measures the Room No 465 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
466,Room No 466,A sensor that measures the Room No 466 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
467,Room No 467,A sensor that measures the Room No 467 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
468,Room No 468,A sensor that measures the Room No 468 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
469,Room No 469,A sensor that measures the Room No 469 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
470,Room No 470,A sensor that measures the Room No 470 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
471,Room No 471,A sensor that measures the Room No 471 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
472,Room No 472,A sensor that measures the Room No 472 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
473,Room No 473,A sensor that measures the Room No 473 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
474,Room No 474,A sensor that measures the Room No 474 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
475,Room No 475,A sensor that measures the Room No 475 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
476,Room No 476,A sensor that measures the Room No 476 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
477,Room No 477,A sensor that measures the Room No 477 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
478,Room No 478,A sensor that measures the Room No 478 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
479,Room No 479,A sensor that measures the Room No 479 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
480,Room No 480,A sensor that measures the Room No 480 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
481,Room No 481,A sensor that measures the Room No 481 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
482,Room No 482,A sensor that measures the Room No 482 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
483,Room No 483,A sensor that measures the Room No 483 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
484,Room No 484,A sensor that measures the Room No 484 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
485,Room No 485,A sensor that measures the Room No 485 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
486,Room No 486,A sensor that measures the Room No 486 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
487,Room No 487,A sensor that measures the Room No 487 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
488,Room No 488,A sensor that measures the Room No 488 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
489,Room No 489,A sensor that measures the Room No 489 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
490,Room No 490,A sensor that measures the Room No 490 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
491,Room No 491,A sensor that measures the Room No 491 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
492,Room No 492,A sensor that measures the Room No 492 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
493,Room No 493,A sensor that measures the Room No 493 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
494,Room No 494,A sensor that measures the Room No 494 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
495,Room No 495,A sensor that measures the Room No 495 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
496,Room No 496,A sensor that measures the Room No 496 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
497,Room No 497,A sensor that measures the Room No 497 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
498,Room No 498,A sensor that measures the Room No 498 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
499,Room No 499,A sensor that measures the Room No 499 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
500,Room No 500,A sensor that measures the Room No 500 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
501,Room No 501,A sensor that measures the Room No 501 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
