id,name,description,encodingType,feature,properties
475,Room No_475,Feature of interest_475,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
476,Room No_476,Feature of interest_476,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
477,Room No_477,Feature of interest_477,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
478,Room No_478,Feature of interest_478,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
479,Room No_479,Feature of interest_479,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
480,Room No_480,Feature of interest_480,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
481,Room No_481,Feature of interest_481,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
482,Room No_482,Feature of interest_482,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
483,Room No_483,Feature of interest_483,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
484,Room No_484,Feature of interest_484,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
485,Room No_485,Feature of interest_485,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
486,Room No_486,Feature of interest_486,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
487,Room No_487,Feature of interest_487,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
488,Room No_488,Feature of interest_488,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
489,Room No_489,Feature of interest_489,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
490,Room No_490,Feature of interest_490,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
491,Room No_491,Feature of interest_491,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
492,Room No_492,Feature of interest_492,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
493,Room No_493,Feature of interest_493,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
494,Room No_494,Feature of interest_494,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
495,Room No_495,Feature of interest_495,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
496,Room No_496,Feature of interest_496,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
497,Room No_497,Feature of interest_497,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
498,Room No_498,Feature of interest_498,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
499,Room No_499,Feature of interest_499,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
500,Room No_500,Feature of interest_500,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
501,Room No_501,Feature of interest_501,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
